country,capital_city,region,continent,alliance,year,power_index_rank,population,total_personnel,manpower-fit-for-military-service,manpower-reaching-military-age-annually,active_personnel,active-reserve-military-manpower,manpower-paramilitary,total_aircraft,aircraft-total-fighters,aircraft-total-attack-types,aircraft-total-transports,aircraft-total-trainers,aircraft-total-special-mission,aircraft-total-tanker-fleet,aircraft-helicopters-total,aircraft-helicopters-attack,tanks,armor-apc-total,armor-self-propelled-guns-total,armor-towed-artillery-total,armor-mlrs-total,naval_assets,navy-force-by-tonnage,navy-aircraft-carriers,navy-helo-carriers,navy-submarines,navy-destroyers,navy-frigates,navy-corvettes,navy-patrol-coastal-craft,navy-mine-warfare-craft,defense_budget_usd,external-debt-by-country,gdp_usd,reserves-of-foreign-exchange-and-gold,major-serviceable-airports-by-country,labor-force-by-country,major-ports-and-terminals,merchant-marine-strength-by-country,railway-coverage,roadway-coverage,oil-production-by-country,oil-consumption-by-country,proven-oil-reserves-by-country,natural-gas-production-by-country,natural-gas-consumption-by-country,proven-natural-gas-reserves-by-country,coal-production-by-country,coal-consumption-by-country,proven-coal-reserves-by-country,land_area_sq_km,coastline_km,border-coverage,waterway-coverage,total_assets,assets_per_capita,budget_to_gdp_ratio,personnel_density,budget_per_soldier,power_index_rank_gap,air_power_ratio,armor_intensity_index,naval_strength_per_coastline,military_burden_index,coalition_strength_index
Democratic Republic of the Congo,Unknown,Unknown,Unknown,Non-NATO,2026,66,115403027.0,39237029.0,31389623.0,2538867.0,166580.0,31000.0,10000.0,46.0,1.0,6.0,6.0,1.0,0.0,0.0,32.0,8.0,105.0,916.0,8.0,60.0,25.0,16.0,,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,796560000.0,4994000000.0,154012000000.0,3898125000.0,272.0,35983000.0,3.0,24.0,4007.0,152373.0,19000.0,26000.0,180000000.0,380000.0,380000.0,991090000.0,0.0,23000.0,987999000.0,2344858.0,37.0,10481.0,15000.0,167.0,1.4471024230586256e-06,0.00517206451445342,0.33999999844024886,4781.84656021131,65,0.000276143594669228,4.4778830956927884e-05,0.43243243243243246,6.902418599470532,25562.0
Cuba,Unknown,Unknown,Unknown,Non-NATO,2026,67,10966038.0,5921661.0,4737328.0,142558.0,45500.0,40000.0,1145000.0,31.0,11.0,0.0,4.0,3.0,0.0,0.0,13.0,4.0,113.0,6864.0,60.0,130.0,15.0,19.0,,0.0,0.0,0.0,0.0,1.0,1.0,6.0,4.0,4508784000.0,33066000000.0,141400000000.0,10442000000.0,123.0,5317000.0,34.0,65.0,8367.0,60000.0,34000.0,165000.0,124000000.0,659434000.0,659434000.0,70792000000.0,0.0,2000.0,0.0,110860.0,3735.0,29.0,240.0,163.0,1.486407397092733e-05,0.031886732673267325,0.5400000437715061,99094.15384615384,66,0.0006813186813186814,0.0010193036261952012,0.0050870147255689425,411.1588889259731,25562.0
Austria,Unknown,Unknown,Unknown,Non-NATO,2026,68,8967982.0,4035592.0,3632033.0,98648.0,16000.0,125600.0,0.0,85.0,15.0,0.0,11.0,18.0,0.0,0.0,41.0,0.0,56.0,7322.0,30.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5475750000.0,630000000000.0,590354000000.0,31212000000.0,61.0,4825000.0,0.0,1.0,6123.0,137039.0,18000.0,245000.0,35200000.0,618209000.0,8136000000.0,5040000000.0,1271000.0,5026000.0,0.0,83871.0,0.0,2524.0,358.0,141.0,1.572260069210665e-05,0.00927536698319991,0.45000001115078064,342234.375,67,0.0053125,0.0006676920508876728,,610.5888704950568,25562.0
Sri Lanka,Unknown,Unknown,Unknown,Non-NATO,2026,69,21982608.0,10551652.0,8551235.0,307757.0,346000.0,90000.0,0.0,85.0,5.0,0.0,14.0,8.0,3.0,0.0,55.0,9.0,44.0,3190.0,0.0,96.0,28.0,270.0,27136.0,0.0,0.0,0.0,0.0,5.0,0.0,59.0,0.0,1265400000.0,46409500000.0,287132000000.0,3450700000.0,18.0,8707000.0,6.0,96.0,1562.0,114093.0,0.0,121000.0,0.0,0.0,0.0,0.0,0.0,2084000.0,0.0,65610.0,1340.0,0.0,160.0,399.0,1.8150712599706094e-05,0.004407032305699121,0.48000000727848124,3657.225433526012,68,0.00024566473988439305,0.0006706294772138394,0.20149253731343283,57.56368853049647,25562.0
Belarus,Unknown,Unknown,Unknown,Non-NATO,2026,70,9501451.0,5035769.0,3724569.0,104516.0,63000.0,145000.0,55000.0,185.0,36.0,50.0,4.0,27.0,0.0,0.0,68.0,29.0,507.0,6916.0,357.0,215.0,206.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1077900000.0,44000000000.0,254407000000.0,8118000000.0,46.0,4956000.0,0.0,4.0,5528.0,86600.0,30000.0,131000.0,198000000.0,73929000.0,16683000000.0,2832000000.0,0.0,778000.0,0.0,207600.0,0.0,3599.0,2500.0,692.0,7.283098128906837e-05,0.0042369117201963786,0.5299999968425875,17109.52380952381,69,0.0029365079365079364,0.0024421965317919076,,113.44583053683064,25562.0
Slovakia,Unknown,Unknown,Unknown,Non-NATO,2026,71,5563649.0,2837461.0,2353424.0,61200.0,19500.0,0.0,0.0,41.0,2.0,0.0,7.0,9.0,1.0,0.0,22.0,0.0,45.0,3074.0,35.0,9.0,25.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2656000000.0,127600000000.0,213053000000.0,11288000000.0,114.0,2823000.0,0.0,0.0,3627.0,56926.0,7000.0,94000.0,9000000.0,52556000.0,60424000.0,14158000000.0,2343000.0,5794000.0,19000000.0,49035.0,0.0,1587.0,172.0,86.0,1.5457481232191318e-05,0.012466381604577265,0.5100000017973816,136205.12820512822,70,0.0021025641025641025,0.0009177118384827164,,477.384536659304,25562.0
Qatar,Unknown,Unknown,Unknown,Non-NATO,2026,72,2552088.0,638022.0,490001.0,12760.0,66550.0,15000.0,5500.0,251.0,102.0,6.0,12.0,51.0,0.0,0.0,80.0,24.0,99.0,5024.0,46.0,12.0,16.0,115.0,,0.0,0.0,0.0,0.0,0.0,4.0,105.0,0.0,9432000000.0,187000000000.0,304973000000.0,51539000000.0,8.0,2035000.0,6.0,123.0,0.0,7039.0,1815000.0,297000.0,25244000.0,169595000000.0,41515000000.0,23861000000000.0,0.0,0.0,0.0,11586.0,563.0,87.0,0.0,465.0,0.00018220374846008444,0.03092732799296987,0.25,141728.02404207364,71,0.0037716003005259205,0.008544795442775763,0.20426287744227353,3695.7973236032612,25562.0
Sudan,Unknown,Unknown,Unknown,Non-NATO,2026,73,50467278.0,26747657.0,17108407.0,1312149.0,92000.0,85000.0,17500.0,165.0,37.0,27.0,13.0,15.0,0.0,0.0,64.0,35.0,224.0,2900.0,100.0,287.0,192.0,6.0,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,342000000.0,37846000000.0,136039000000.0,206763700.0,41.0,13590000.0,4.0,14.0,7251.0,31000.0,68000.0,127000.0,1250000000.0,0.0,0.0,84951000000.0,0.0,0.0,0.0,1861484.0,853.0,6819.0,4068.0,395.0,7.826853669421203e-06,0.002513984960195238,0.5299999932629614,3717.391304347826,72,0.0017934782608695651,0.00012033409903066586,0.007033997655334115,6.776668240359625,25562.0
Croatia,Unknown,Unknown,Unknown,Non-NATO,2026,74,4150116.0,2033557.0,1564594.0,53952.0,14325.0,20100.0,2000.0,67.0,10.0,0.0,0.0,28.0,0.0,0.0,37.0,0.0,45.0,2848.0,25.0,42.0,42.0,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,1176000000.0,55000000000.0,159305000000.0,3176000000.0,40.0,1744000.0,16.0,384.0,2617.0,26958.0,11000.0,70000.0,71000000.0,741456000.0,2502000000.0,24919000000.0,0.0,702000.0,0.0,56594.0,5835.0,2237.0,4714.0,142.0,3.4215911073329034e-05,0.007382065848529551,0.4900000385531392,82094.24083769633,73,0.004677137870855148,0.0007951372937060466,0.005141388174807198,283.36557339602075,25562.0
Jordan,Unknown,Unknown,Unknown,Non-NATO,2026,75,11174024.0,3463947.0,2983464.0,145262.0,100500.0,65000.0,35000.0,274.0,44.0,6.0,13.0,66.0,13.0,0.0,155.0,44.0,1458.0,16624.0,358.0,80.0,56.0,27.0,,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,2500000000.0,25646500000.0,106806000000.0,15715600000.0,17.0,3063000.0,1.0,34.0,509.0,7203.0,20.0,97000.0,1000000.0,187262000.0,4382000000.0,6031000000.0,0.0,479000.0,0.0,89342.0,26.0,1744.0,0.0,1759.0,0.00015741867030176417,0.02340692470460461,0.3099999606229591,24875.621890547263,74,0.00272636815920398,0.0163193123055226,1.0384615384615385,223.73318689847096,25562.0
Libya,Unknown,Unknown,Unknown,Non-NATO,2026,76,7361263.0,3827857.0,3290485.0,125141.0,32000.0,0.0,100000.0,143.0,10.0,1.0,6.0,38.0,0.0,0.0,16.0,4.0,43.0,1816.0,15.0,28.0,25.0,5.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3060000000.0,3322000000.0,121951000000.0,92427000000.0,66.0,2398000.0,14.0,96.0,2000.0,37000.0,1245000.0,230000.0,48363000000.0,11832000000.0,9212000000.0,1505000000000.0,0.0,0.0,0.0,1759540.0,1770.0,4339.0,0.0,191.0,2.5946634429445057e-05,0.0250920451656813,0.5200000326031009,95625.0,75,0.00446875,2.4438205440058197e-05,0.002824858757062147,415.6895358853501,25562.0
Turkmenistan,Unknown,Unknown,Unknown,Non-NATO,2026,77,5744151.0,2768681.0,2245963.0,109139.0,36500.0,0.0,3500.0,91.0,24.0,27.0,5.0,9.0,0.0,0.0,26.0,10.0,654.0,5016.0,73.0,450.0,164.0,16.0,,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,1078020000.0,2134500000.0,94790000000.0,23415400000.0,23.0,2163000.0,0.0,73.0,5113.0,58592.0,272000.0,152000.0,600000000.0,86472000000.0,41561000000.0,11327000000000.0,0.0,0.0,800000000.0,488100.0,1768.0,4158.0,1300.0,761.0,0.0001324825896812253,0.011372718641206878,0.48200003795164853,29534.794520547945,76,0.002493150684931507,0.0013398893669330056,0.00904977375565611,187.6726430067733,25562.0
Albania,Unknown,Unknown,Unknown,Non-NATO,2026,78,3107100.0,1522479.0,1292554.0,62142.0,6600.0,2000.0,500.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,46.0,1796.0,0.0,50.0,135.0,19.0,,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,558862420.0,7312000000.0,49592000000.0,6455000000.0,3.0,1388000.0,3.0,67.0,424.0,3945.0,1400.0,2600.0,150000000.0,50623000.0,50623000.0,5692000000.0,379000.0,389000.0,522000000.0,28748.0,362.0,691.0,41.0,84.0,2.7034855653181422e-05,0.011269205113728021,0.49,84676.12424242424,77,0.0028787878787878787,0.001600111312091276,0.052486187845303865,179.8662482700911,25562.0
Kuwait,Unknown,Unknown,Unknown,Non-NATO,2026,79,3138355.0,1726095.0,1449920.0,37660.0,72000.0,24000.0,7500.0,128.0,43.0,0.0,2.0,13.0,0.0,3.0,67.0,16.0,367.0,5636.0,74.0,0.0,27.0,123.0,,0.0,0.0,0.0,0.0,0.0,0.0,106.0,0.0,6950000000.0,55000000000.0,219060000000.0,52619000000.0,6.0,2463000.0,6.0,176.0,0.0,5749.0,2910000.0,372000.0,101500000000.0,19285000000.0,26083000000.0,1784000000000.0,0.0,145000.0,0.0,17818.0,499.0,475.0,0.0,618.0,0.00019691844931500737,0.03172646763443805,0.5499999203404331,96527.77777777778,78,0.0017777777777777779,0.020597148950499494,0.24649298597194388,2214.535959125083,25562.0
Bolivia,Unknown,Unknown,Unknown,Non-NATO,2026,80,12311974.0,5417269.0,4112199.0,233928.0,40000.0,40000.0,0.0,64.0,0.0,0.0,15.0,19.0,0.0,0.0,33.0,0.0,54.0,890.0,0.0,106.0,0.0,67.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,550200000.0,11431000000.0,119785000000.0,1800000000.0,200.0,6114000.0,0.0,50.0,3690.0,90568.0,58000.0,87000.0,240900000.0,13760000000.0,3055000000.0,302990000000.0,0.0,9000.0,1000000.0,1098581.0,0.0,7252.0,10000.0,185.0,1.5026022634550723e-05,0.004593229536252452,0.44000003573756735,13755.0,79,0.0016,4.915431816133722e-05,inf,44.688203532593555,25562.0
Bahrain,Unknown,Unknown,Unknown,Non-NATO,2026,81,1566888.0,846120.0,720768.0,17236.0,18400.0,110000.0,1500.0,132.0,24.0,0.0,3.0,40.0,0.0,0.0,80.0,34.0,150.0,2764.0,38.0,26.0,17.0,64.0,,0.0,0.0,0.0,0.0,2.0,2.0,50.0,0.0,1597200000.0,49500000000.0,85491000000.0,5118000000.0,3.0,855000.0,4.0,184.0,0.0,4122.0,189000.0,72000.0,186500000.0,18005000000.0,17924000000.0,81382000000.0,0.0,0.0,0.0,760.0,161.0,0.0,0.0,346.0,0.0002208198671506834,0.018682668351054497,0.5400003063397001,86804.34782608696,80,0.007173913043478261,0.19736842105263158,0.39751552795031053,1019.3453520609004,25562.0
Oman,Unknown,Unknown,Unknown,Non-NATO,2026,82,3901992.0,1482757.0,1291559.0,50726.0,42600.0,100000.0,10000.0,128.0,29.0,10.0,9.0,45.0,4.0,0.0,31.0,0.0,150.0,4084.0,24.0,140.0,0.0,22.0,,0.0,0.0,0.0,0.0,0.0,5.0,12.0,0.0,8200000000.0,50897000000.0,185960000000.0,17455000000.0,36.0,2316000.0,7.0,57.0,0.0,60230.0,1056000.0,211000.0,5375000000.0,40754000000.0,27364000000.0,651287000000.0,0.0,31000.0,0.0,309500.0,2092.0,1561.0,0.0,300.0,7.688380704009644e-05,0.04409550440955044,0.38000001025117425,192488.26291079813,81,0.003004694835680751,0.0004846526655896607,0.010516252390057362,2101.490725762636,25562.0
Kenya,Unknown,Unknown,Unknown,Non-NATO,2026,83,58246378.0,21551160.0,14037377.0,931942.0,50000.0,0.0,25000.0,156.0,17.0,0.0,21.0,31.0,2.0,0.0,85.0,2.0,188.0,4128.0,18.0,53.0,0.0,23.0,,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1307383850.0,30514500000.0,314063000000.0,7342000000.0,370.0,25502000.0,4.0,26.0,3819.0,161452.0,0.0,119000.0,0.0,0.0,0.0,0.0,0.0,1168000.0,0.0,580367.0,536.0,3457.0,0.0,367.0,6.300820971219876e-06,0.004162807621400802,0.37000000240358294,26147.677,82,0.00312,0.0003239329596617313,0.04291044776119403,22.445753622654443,25562.0
Chad,Unknown,Unknown,Unknown,Non-NATO,2026,84,19093595.0,6873694.0,3856906.0,381872.0,33250.0,0.0,5000.0,40.0,0.0,7.0,7.0,8.0,2.0,0.0,16.0,3.0,90.0,3316.0,10.0,10.0,20.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,381350000.0,2038000000.0,32446000000.0,211591000.0,42.0,5806000.0,0.0,0.0,0.0,40000.0,124000.0,15000.0,1500000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1284000.0,0.0,6406.0,12400.0,130.0,6.808565909143878e-06,0.01175337483819269,0.3599999895252832,11469.172932330826,83,0.0012030075187969924,7.009345794392523e-05,,19.972666226553983,25562.0
Yemen,Unknown,Unknown,Unknown,Non-NATO,2026,85,32140443.0,12213368.0,9031464.0,610668.0,66700.0,0.0,20000.0,84.0,27.0,12.0,2.0,15.0,0.0,0.0,30.0,7.0,0.0,550.0,0.0,15.0,10.0,33.0,,0.0,0.0,0.0,0.0,0.0,1.0,12.0,1.0,810375000.0,6343500000.0,67003300000.0,923361750.0,36.0,6883000.0,10.0,30.0,0.0,71300.0,15000.0,60000.0,3000000000.0,189432000.0,189432000.0,478555000000.0,0.0,165000.0,0.0,527968.0,1906.0,1601.0,0.0,117.0,3.6402734088014903e-06,0.012094553551839984,0.3799999894214277,12149.550224887556,84,0.0012593703148425788,0.0,0.017313746065057714,25.213560373141092,25562.0
New Zealand,Unknown,Unknown,Unknown,Non-NATO,2026,86,5161211.0,2219321.0,1775457.0,61935.0,8670.0,3250.0,300.0,48.0,0.0,0.0,8.0,13.0,6.0,0.0,21.0,0.0,0.0,2114.0,0.0,31.0,0.0,8.0,,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,3030000000.0,209683100000.0,254770000000.0,15487000000.0,202.0,3068000.0,22.0,117.0,4128.0,94000.0,12000.0,154000.0,40993000.0,3770000000.0,3819000000.0,31149000000.0,3036000.0,2441000.0,7575000000.0,268838.0,15134.0,0.0,0.0,56.0,1.0850166753500293e-05,0.011893080032970915,0.430000052313304,349480.9688581315,85,0.005536332179930796,0.0,0.0005286110744020088,587.0715225554623,25562.0
Paraguay,Unknown,Unknown,Unknown,Non-NATO,2026,87,7522549.0,3535598.0,3001497.0,150451.0,15650.0,168500.0,15000.0,39.0,0.0,0.0,11.0,13.0,1.0,0.0,14.0,0.0,0.0,1108.0,0.0,25.0,0.0,72.0,,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,17595000000.0,14370000000.0,108022000000.0,9886000000.0,83.0,3469000.0,1.0,108.0,30.0,78811.0,2000.0,57000.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,406752.0,0.0,4655.0,3100.0,111.0,1.4755636686447638e-05,0.16288348669715427,0.4699999960119901,1124281.1501597443,86,0.002492012779552716,0.0,inf,2338.9678152977135,25562.0
Lithuania,Unknown,Unknown,Unknown,Non-NATO,2026,88,2628186.0,1708321.0,1332490.0,36795.0,23000.0,104000.0,14150.0,9.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,1263.0,21.0,54.0,0.0,14.0,,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,2388900000.0,44000000000.0,132712000000.0,6168000000.0,65.0,1510000.0,2.0,59.0,1911.0,84166.0,4000.0,68000.0,12000000.0,0.0,1601000000.0,0.0,0.0,263000.0,0.0,65300.0,90.0,1545.0,441.0,23.0,8.751283204461176e-06,0.01800063294954488,0.6500000380490574,103865.21739130435,87,0.000391304347826087,0.0,0.15555555555555556,908.9539324842306,25562.0
Mozambique,Unknown,Unknown,Unknown,Non-NATO,2026,89,33350954.0,14674420.0,7770772.0,533615.0,11200.0,0.0,3000.0,22.0,8.0,0.0,4.0,1.0,1.0,0.0,8.0,2.0,30.0,872.0,0.0,52.0,6.0,33.0,,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,412400000.0,12100000000.0,50631000000.0,3515000000.0,92.0,15191000.0,11.0,36.0,4787.0,31083.0,0.0,40000.0,0.0,5388000000.0,1347000000.0,2832000000000.0,9015000.0,11000.0,1792000000.0,799380.0,2470.0,4783.0,460.0,85.0,2.5486527311932366e-06,0.00814520748158243,0.4400000071961959,36821.42857142857,88,0.0019642857142857144,3.75290850409067e-05,0.013360323886639677,12.365463368754009,25562.0
Tunisia,Unknown,Unknown,Unknown,Non-NATO,2026,90,12048847.0,6024424.0,5181004.0,204830.0,89800.0,0.0,12000.0,154.0,10.0,0.0,11.0,28.0,4.0,0.0,101.0,0.0,90.0,7913.0,0.0,85.0,0.0,58.0,,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,1400000000.0,27084500000.0,153637000000.0,9240000000.0,14.0,4445000.0,16.0,72.0,2173.0,20000.0,35000.0,108000.0,425000000.0,1323000000.0,5153000000.0,65129000000.0,0.0,2000.0,0.0,163610.0,1148.0,1495.0,0.0,302.0,2.506463896503956e-05,0.009112388291882814,0.5000000414977467,15590.200445434299,89,0.0017149220489977729,0.0005500886253896461,0.050522648083623695,116.19369056640855,25562.0
Armenia,Unknown,Unknown,Unknown,Non-NATO,2026,91,2976765.0,1666988.0,1366335.0,44651.0,57500.0,210000.0,5000.0,71.0,4.0,15.0,3.0,13.0,0.0,0.0,36.0,20.0,109.0,1306.0,145.0,148.0,100.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1700000000.0,9014000000.0,57728000000.0,3607000000.0,11.0,1356000.0,0.0,0.0,686.0,7700.0,0.0,14000.0,0.0,0.0,2861000000.0,0.0,60.0,23000.0,317000000.0,29743.0,0.0,1570.0,0.0,180.0,6.046832719411845e-05,0.029448447893569846,0.5599998656259396,29565.217391304348,90,0.001234782608695652,0.0036647278351208687,,571.0897568333409,25562.0
Tanzania,Unknown,Unknown,Unknown,Non-NATO,2026,92,67462121.0,12143182.0,6678750.0,607159.0,27000.0,80000.0,6500.0,39.0,14.0,0.0,6.0,7.0,0.0,0.0,12.0,0.0,62.0,1072.0,0.0,0.0,0.0,12.0,,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1406745334.0,18983500000.0,234050000000.0,5693050000.0,206.0,31219000.0,8.0,381.0,4097.0,145203.0,0.0,58000.0,0.0,1808000000.0,1808000000.0,6513000000.0,2511000.0,802000.0,1410000000.0,947300.0,1424.0,4161.0,0.0,113.0,1.6750140423245809e-06,0.006010447912839137,0.18000000326108928,52101.679037037036,91,0.0014444444444444444,6.544917132904044e-05,0.008426966292134831,20.85237334889011,25562.0
Cameroon,Unknown,Unknown,Unknown,Non-NATO,2026,93,30966105.0,10528476.0,6224187.0,495458.0,40000.0,0.0,12500.0,35.0,0.0,0.0,6.0,6.0,2.0,0.0,21.0,0.0,0.0,430.0,18.0,52.0,20.0,51.0,,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,554952283.0,9506000000.0,138925000000.0,5754093000.0,37.0,11965000.0,7.0,198.0,987.0,77589.0,54000.0,40000.0,200000000.0,2595000000.0,877058000.0,135071000000.0,0.0,0.0,0.0,475440.0,400.0,5018.0,0.0,86.0,2.7772301359825527e-06,0.00399461783696239,0.3400000096880121,13873.807075,92,0.000875,0.0,0.1275,17.921281446278115,25562.0
Georgia,Unknown,Unknown,Unknown,Non-NATO,2026,94,4900961.0,2744538.0,2225036.0,93118.0,55000.0,152500.0,0.0,61.0,0.0,5.0,2.0,10.0,0.0,0.0,44.0,11.0,123.0,3392.0,67.0,121.0,42.0,19.0,,0.0,0.0,0.0,0.0,0.0,0.0,31.0,4.0,495629055.0,13488000000.0,83656000000.0,5002000000.0,19.0,1853000.0,3.0,26.0,1363.0,20295.0,300.0,32000.0,35000000.0,8760000.0,2796000000.0,8495000000.0,256000.0,516000.0,900999000.0,69700.0,310.0,1814.0,0.0,203.0,4.1420447948881865e-05,0.005924608575595295,0.5599999673533416,9011.437363636363,93,0.0011090909090909092,0.0017647058823529412,0.06129032258064516,101.12895307675372,25562.0
Cambodia,Unknown,Unknown,Unknown,Non-NATO,2026,95,17063669.0,8190561.0,5733393.0,307146.0,221000.0,0.0,10000.0,25.0,0.0,0.0,4.0,0.0,0.0,0.0,21.0,0.0,644.0,3627.0,30.0,430.0,463.0,20.0,,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,860000000.0,13200000000.0,85900000000.0,17801000000.0,13.0,9175000.0,2.0,195.0,642.0,47263.0,0.0,73000.0,0.0,0.0,0.0,0.0,113000.0,2215000.0,0.0,181035.0,443.0,2530.0,3700.0,689.0,4.037818595754524e-05,0.010011641443538999,0.4799999929675148,3891.402714932127,94,0.00011312217194570136,0.003557323169552849,0.045146726862302484,50.399477392581865,25562.0
Slovenia,Unknown,Unknown,Unknown,Non-NATO,2026,96,2097893.0,1006989.0,826570.0,22867.0,7300.0,26000.0,5000.0,39.0,0.0,0.0,4.0,23.0,0.0,0.0,16.0,0.0,54.0,1428.0,0.0,18.0,0.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,886860000.0,55000000000.0,102036000000.0,2370000000.0,42.0,1055000.0,2.0,8.0,1207.0,38985.0,0.0,45000.0,0.0,3863000.0,840902000.0,0.0,2358000.0,2553000.0,95000000.0,20273.0,47.0,1211.0,710.0,95.0,4.528352971290719e-05,0.00869163824532518,0.48000017160074415,121487.67123287672,95,0.005342465753424658,0.0026636412963054307,0.0425531914893617,422.7384332756723,25562.0
Ireland,Unknown,Unknown,Unknown,Non-NATO,2026,97,5233461.0,2407392.0,1999182.0,57568.0,7765.0,1700.0,0.0,22.0,0.0,0.0,4.0,8.0,2.0,0.0,8.0,0.0,0.0,1712.0,0.0,0.0,0.0,8.0,,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1500000000.0,3300000000000.0,608463000000.0,12905000000.0,100.0,2766000.0,21.0,94.0,1688.0,99830.0,600.0,156000.0,0.0,1447000000.0,5280000000.0,9911000000.0,0.0,1322000.0,40000000.0,70273.0,1448.0,443.0,956.0,30.0,5.732344236443149e-06,0.002465227959629427,0.45999998853531154,193174.50096587252,96,0.00283322601416613,0.0,0.0055248618784530384,286.61721182215746,25562.0
Mongolia,Unknown,Unknown,Unknown,Non-NATO,2026,98,3281676.0,1870555.0,1552233.0,62352.0,35000.0,135000.0,50000.0,7.0,0.0,0.0,3.0,2.0,0.0,0.0,2.0,0.0,420.0,2560.0,0.0,500.0,130.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165110000.0,19542500000.0,56264000000.0,4782000000.0,35.0,1403000.0,0.0,318.0,1815.0,113200.0,15000.0,36000.0,0.0,0.0,0.0,0.0,28276000.0,6393000.0,2520000000.0,1564116.0,0.0,8082.0,580.0,427.0,0.00013011644050174361,0.002934558509881985,0.5699999024888502,4717.428571428572,97,0.0002,0.000268522283513499,,50.312706068484516,25562.0
Latvia,Unknown,Unknown,Unknown,Non-NATO,2026,99,1801246.0,810561.0,648449.0,16211.0,17250.0,36000.0,12500.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1848.0,47.0,0.0,0.0,18.0,,0.0,0.0,0.0,0.0,0.0,0.0,11.0,6.0,1138000000.0,44180400000.0,71154000000.0,4957000000.0,56.0,978000.0,5.0,83.0,2216.0,70244.0,2000.0,35000.0,0.0,0.0,828214000.0,0.0,0.0,20000.0,0.0,64589.0,498.0,1370.0,300.0,25.0,1.3879281341915541e-05,0.015993478933018522,0.4500001665513761,65971.01449275362,98,0.00040579710144927536,0.0,0.03614457831325301,631.7848866839954,25562.0
Uruguay,Unknown,Unknown,Unknown,Non-NATO,2026,100,3425330.0,1575652.0,1322177.0,54805.0,25000.0,0.0,5000.0,43.0,0.0,6.0,6.0,12.0,5.0,2.0,12.0,0.0,31.0,3042.0,6.0,70.0,4.0,14.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,772400000.0,49500000000.0,105096000000.0,16257000000.0,64.0,1775000.0,8.0,58.0,1673.0,77732.0,400.0,52000.0,0.0,0.0,86037000.0,0.0,0.0,18000.0,0.0,176215.0,660.0,1591.0,1600.0,88.0,2.5690955324012578e-05,0.0073494709598842965,0.4600000583885348,30896.0,99,0.00172,0.00017592145958062594,0.021212121212121213,225.49652150303766,25562.0
Honduras,Unknown,Unknown,Unknown,Non-NATO,2026,101,9529188.0,4192843.0,3144632.0,95292.0,52225.0,60000.0,23000.0,40.0,4.0,7.0,10.0,10.0,1.0,0.0,8.0,0.0,11.0,614.0,0.0,32.0,0.0,98.0,,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,413635000.0,8805500000.0,68854000000.0,7543000000.0,129.0,4676000.0,8.0,489.0,699.0,14742.0,20.0,67000.0,0.0,0.0,0.0,0.0,0.0,190000.0,0.0,112090.0,832.0,1575.0,465.0,149.0,1.56361696295634e-05,0.006007421500566416,0.440000029383406,7920.248922929632,100,0.0007659167065581618,9.813542688910697e-05,0.11778846153846154,43.40716123976146,25562.0
