country,power_index_rank,population,total_personnel,manpowerfitformilitaryservice,manpowerreachingmilitaryageannually,active_personnel,reserve_personnel,manpowerparamilitary,total_aircraft,fighter_aircraft,attack_aircraft,transport_aircraft,aircrafttotaltrainers,aircrafttotalspecialmission,aircrafttotaltankerfleet,helicopters,aircrafthelicoptersattack,tanks,armored_vehicles,armorselfpropelledgunstotal,artillery_units,armormlrstotal,naval_assets,navyforcebytonnage,aircraft_carriers,navyhelocarriers,navysubmarines,navydestroyers,navyfrigates,navycorvettes,navypatrolcoastalcraft,navyminewarfarecraft,defense_budget_usd,externaldebtbycountry,gdp_usd,reservesofforeignexchangeandgold,majorserviceableairportsbycountry,laborforcebycountry,majorportsandterminals,merchantmarinestrengthbycountry,roadwaycoverage,railwaycoverage,oilproductionbycountry,oilconsumptionbycountry,provenoilreservesbycountry,naturalgasproductionbycountry,naturalgasconsumptionbycountry,provennaturalgasreservesbycountry,coalproductionbycountry,coalconsumptionbycountry,provencoalreservesbycountry,land_area_sq_km,coastline_km,bordercoverage,waterwaycoverage,capital_city,continent,region,alliance,year,power_index_score,assets_per_capita,defense_budget_gdp_ratio,personnel_density,budget_per_soldier,rank_gap,air_power_ratio,armor_intensity,naval_per_coastline,military_burden,total_assets
Bolivia,80,12311974,5417269,4112199,233928,40000,40000,0,64,0,0,15,19,0,0,33,0,54,890,0,106,0,67,124962,0,0,0,0,0,0,50,0,550200000.0,11431000000.0,120000000000.0,1800000000.0,200,6114000,0,50,90568,3690,58000,87000,240900000.0,13760000000.0,3055000000.0,303000000000.0,0,9000,1000000.0,1098581,0,7252,10000,Sucre,South America,South America,Non-NATO,2025,1.7221,1.5026022634550723e-05,0.004585,0.44000003573756735,13755.0,79,0.0016,4.915431816133722e-05,,44.688203532593555,185
Bahrain,81,1566888,846120,720768,17236,18400,110000,1500,132,24,0,3,40,0,0,80,34,150,2764,38,26,17,64,124962,0,0,0,0,2,2,50,0,1597200000.0,49500000000.0,85491000000.0,5118000000.0,3,855000,4,184,4122,0,189000,72000,186500000.0,18005000000.0,17924000000.0,81382000000.0,0,0,0.0,760,161,0,0,Manama,Asia,Middle East,Non-NATO,2025,1.7448,0.0002208198671506834,0.018682668351054497,0.5400003063397001,86804.34782608696,80,0.007173913043478261,0.19736842105263158,0.39751552795031053,1019.3453520609004,346
Oman,82,3901992,1482757,1291559,50726,42600,100000,10000,128,29,10,9,45,4,0,31,0,150,4084,24,140,0,22,124962,0,0,0,0,0,5,12,0,8200000000.0,50897000000.0,186000000000.0,17455000000.0,36,2316000,7,57,60230,0,1056000,211000,5375000000.0,40754000000.0,27364000000.0,651000000000.0,0,31000,0.0,309500,2092,1561,0,Muscat,Asia,Middle East,Non-NATO,2025,1.8047,7.688380704009644e-05,0.04408602150537634,0.38000001025117425,192488.26291079813,81,0.003004694835680751,0.0004846526655896607,0.010516252390057362,2101.490725762636,300
Kenya,83,58246378,21551160,14037377,931942,50000,0,25000,156,17,0,21,31,2,0,85,2,188,4128,18,53,0,23,124962,0,0,0,0,0,0,7,0,1307383850.0,30514500000.0,314000000000.0,7342000000.0,370,25502000,4,26,161452,3819,0,119000,0.0,0.0,0.0,0.0,0,1168000,0.0,580367,536,3457,0,Nairobi,Africa,East Africa,Non-NATO,2025,1.8135,6.300820971219876e-06,0.004163642834394904,0.37000000240358294,26147.677,82,0.00312,0.0003239329596617313,0.04291044776119403,22.445753622654443,367
Chad,84,19093595,6873694,3856906,381872,33250,0,5000,40,0,7,7,8,2,0,16,3,90,3316,10,10,20,0,124962,0,0,0,0,0,0,0,0,381350000.0,2038000000.0,32446000000.0,211591000.0,42,5806000,0,0,40000,0,124000,15000,1500000000.0,0.0,0.0,0.0,0,0,0.0,1284000,0,6406,12400,N'Djamena,Africa,Central Africa,Non-NATO,2025,1.8712,6.808565909143878e-06,0.01175337483819269,0.3599999895252832,11469.172932330826,83,0.0012030075187969924,7.009345794392523e-05,,19.972666226553983,130
Yemen,85,32140443,12213368,9031464,610668,66700,0,20000,84,27,12,2,15,0,0,30,7,0,550,0,15,10,33,124962,0,0,0,0,0,1,12,1,810375000.0,6343500000.0,67003300000.0,923361750.0,36,6883000,10,30,71300,0,15000,60000,3000000000.0,189432000.0,189432000.0,479000000000.0,0,165000,0.0,527968,1906,1601,0,Sana'a,Asia,Middle East,Non-NATO,2025,1.8901,3.6402734088014903e-06,0.012094553551839984,0.3799999894214277,12149.550224887556,84,0.0012593703148425788,0.0,0.017313746065057714,25.213560373141092,117
New Zealand,86,5161211,2219321,1775457,61935,8670,3250,300,48,0,0,8,13,6,0,21,0,0,2114,0,31,0,8,124962,0,0,0,0,2,0,4,0,3030000000.0,210000000000.0,255000000000.0,15487000000.0,202,3068000,22,117,94000,4128,12000,154000,40993000.0,3770000000.0,3819000000.0,31149000000.0,3036000,2441000,7575000000.0,268838,15134,0,0,Wellington,Oceania,Oceania,Non-NATO,2025,1.9039,1.0850166753500293e-05,0.01188235294117647,0.430000052313304,349480.9688581315,85,0.005536332179930796,0.0,0.0005286110744020088,587.0715225554623,56
Paraguay,87,7522549,3535598,3001497,150451,15650,168500,15000,39,0,0,11,13,1,0,14,0,0,1108,0,25,0,72,124962,0,0,0,0,0,0,63,0,17595000000.0,14370000000.0,108000000000.0,9886000000.0,83,3469000,1,108,78811,30,2000,57000,0.0,0.0,0.0,0.0,0,1000,0.0,406752,0,4655,3100,Asuncion,South America,South America,Non-NATO,2025,1.9044,1.4755636686447638e-05,0.16291666666666665,0.4699999960119901,1124281.1501597443,86,0.002492012779552716,0.0,,2338.9678152977135,111
Lithuania,88,2628186,1708321,1332490,36795,23000,104000,14150,9,0,0,5,0,0,0,4,0,0,1263,21,54,0,14,124962,0,0,0,0,0,0,7,4,2388900000.0,44000000000.0,133000000000.0,6168000000.0,65,1510000,2,59,84166,1911,4000,68000,12000000.0,0.0,1601000000.0,0.0,0,263000,0.0,65300,90,1545,441,Vilnius,Europe,Baltic,NATO,2025,1.9075,8.751283204461176e-06,0.017961654135338345,0.6500000380490574,103865.21739130435,87,0.000391304347826087,0.0,0.15555555555555556,908.9539324842306,23
Mozambique,89,33350954,14674420,7770772,533615,11200,0,3000,22,8,0,4,1,1,0,8,2,30,872,0,52,6,33,124962,0,0,0,0,0,0,33,0,412400000.0,12100000000.0,50631000000.0,3515000000.0,92,15191000,11,36,31083,4787,0,40000,0.0,5388000000.0,1347000000.0,2830000000000.0,9015000,11000,1792000000.0,799380,2470,4783,460,Maputo,Africa,Southern Africa,Non-NATO,2025,1.9265,2.5486527311932366e-06,0.00814520748158243,0.4400000071961959,36821.42857142857,88,0.0019642857142857144,3.75290850409067e-05,0.013360323886639677,12.365463368754009,85
Tunisia,90,12048847,6024424,5181004,204830,89800,0,12000,154,10,0,11,28,4,0,101,0,90,7913,0,85,0,58,124962,0,0,0,0,0,0,51,0,1400000000.0,27084500000.0,154000000000.0,9240000000.0,14,4445000,16,72,20000,2173,35000,108000,425000000.0,1323000000.0,5153000000.0,65129000000.0,0,2000,0.0,163610,1148,1495,0,Tunis,Africa,North Africa,Non-NATO,2025,1.9538,2.506463896503956e-05,0.00909090909090909,0.5000000414977467,15590.200445434299,89,0.0017149220489977729,0.0005500886253896461,0.050522648083623695,116.19369056640855,302
Armenia,91,2976765,1666988,1366335,44651,57500,210000,5000,71,4,15,3,13,0,0,36,20,109,1306,145,148,100,0,124962,0,0,0,0,0,0,0,0,1700000000.0,9014000000.0,57728000000.0,3607000000.0,11,1356000,0,0,7700,686,0,14000,0.0,0.0,2861000000.0,0.0,60,23000,317000000.0,29743,0,1570,0,Yerevan,Asia,Caucasus,Non-NATO,2025,2.0373,6.046832719411845e-05,0.029448447893569846,0.5599998656259396,29565.217391304348,90,0.001234782608695652,0.0036647278351208687,,571.0897568333409,180
Tanzania,92,67462121,12143182,6678750,607159,27000,80000,6500,39,14,0,6,7,0,0,12,0,62,1072,0,0,0,12,124962,0,0,0,0,0,0,10,0,1406745334.0,18983500000.0,234000000000.0,5693050000.0,206,31219000,8,381,145203,4097,0,58000,0.0,1808000000.0,1808000000.0,6513000000.0,2511000,802000,1410000000.0,947300,1424,4161,0,Dodoma,Africa,East Africa,Non-NATO,2025,2.0416,1.6750140423245809e-06,0.006011732196581196,0.18000000326108928,52101.679037037036,91,0.0014444444444444444,6.544917132904044e-05,0.008426966292134831,20.85237334889011,113
Cameroon,93,30966105,10528476,6224187,495458,40000,0,12500,35,0,0,6,6,2,0,21,0,0,430,18,52,20,51,124962,0,0,0,0,0,0,51,0,554952283.0,9506000000.0,139000000000.0,5754093000.0,37,11965000,7,198,77589,987,54000,40000,200000000.0,2595000000.0,877058000.0,135000000000.0,0,0,0.0,475440,400,5018,0,Yaounde,Africa,Central Africa,Non-NATO,2025,2.0501,2.7772301359825527e-06,0.003992462467625899,0.3400000096880121,13873.807075,92,0.000875,0.0,0.1275,17.921281446278115,86
Georgia,94,4900961,2744538,2225036,93118,55000,152500,0,61,0,5,2,10,0,0,44,11,123,3392,67,121,42,19,124962,0,0,0,0,0,0,31,4,495629055.0,13488000000.0,83656000000.0,5002000000.0,19,1853000,3,26,20295,1363,300,32000,35000000.0,8760000.0,2796000000.0,8495000000.0,256000,516000,900999000.0,69700,310,1814,0,Tbilisi,Asia,Caucasus,Non-NATO,2025,2.0695,4.1420447948881865e-05,0.005924608575595295,0.5599999673533416,9011.437363636363,93,0.0011090909090909092,0.0017647058823529412,0.06129032258064516,101.12895307675372,203
Cambodia,95,17063669,8190561,5733393,307146,221000,0,10000,25,0,0,4,0,0,0,21,0,644,3627,30,430,463,20,124962,0,0,0,0,0,0,20,0,860000000.0,13200000000.0,85900000000.0,17801000000.0,13,9175000,2,195,47263,642,0,73000,0.0,0.0,0.0,0.0,113000,2215000,0.0,181035,443,2530,3700,Phnom Penh,Asia,Southeast Asia,Non-NATO,2025,2.0752,4.037818595754524e-05,0.010011641443538999,0.4799999929675148,3891.402714932127,94,0.00011312217194570136,0.003557323169552849,0.045146726862302484,50.399477392581865,689
Slovenia,96,2097893,1006989,826570,22867,7300,26000,5000,39,0,0,4,23,0,0,16,0,54,1428,0,18,0,2,124962,0,0,0,0,0,0,2,0,886860000.0,55000000000.0,102000000000.0,2370000000.0,42,1055000,2,8,38985,1207,0,45000,0.0,3863000.0,840902000.0,0.0,2358000,2553000,95000000.0,20273,47,1211,710,Ljubljana,Europe,Central Europe,NATO,2025,2.1016,4.528352971290719e-05,0.008694705882352941,0.48000017160074415,121487.67123287672,95,0.005342465753424658,0.0026636412963054307,0.0425531914893617,422.7384332756723,95
Ireland,97,5233461,2407392,1999182,57568,7765,1700,0,22,0,0,4,8,2,0,8,0,0,1712,0,0,0,8,124962,0,0,0,0,0,0,8,0,1500000000.0,3300000000000.0,608000000000.0,12905000000.0,100,2766000,21,94,99830,1688,600,156000,0.0,1447000000.0,5280000000.0,9911000000.0,0,1322000,40000000.0,70273,1448,443,956,Dublin,Europe,Western Europe,Others,2025,2.1103,5.732344236443149e-06,0.0024671052631578946,0.45999998853531154,193174.50096587252,96,0.00283322601416613,0.0,0.0055248618784530384,286.61721182215746,30
Mongolia,98,3281676,1870555,1552233,62352,35000,135000,50000,7,0,0,3,2,0,0,2,0,420,2560,0,500,130,0,124962,0,0,0,0,0,0,0,0,165110000.0,19542500000.0,56264000000.0,4782000000.0,35,1403000,0,318,113200,1815,15000,36000,0.0,0.0,0.0,0.0,28276000,6393000,2520000000.0,1564116,0,8082,580,Ulaanbaatar,Asia,East Asia,Non-NATO,2025,2.1135,0.00013011644050174361,0.002934558509881985,0.5699999024888502,4717.428571428572,97,0.0002,0.000268522283513499,,50.312706068484516,427
Latvia,99,1801246,810561,648449,16211,17250,36000,12500,7,0,0,0,0,0,0,7,0,0,1848,47,0,0,18,124962,0,0,0,0,0,0,11,6,1138000000.0,44180400000.0,71154000000.0,4957000000.0,56,978000,5,83,70244,2216,2000,35000,0.0,0.0,828214000.0,0.0,0,20000,0.0,64589,498,1370,300,Riga,Europe,Baltic,NATO,2025,2.1246,1.3879281341915541e-05,0.015993478933018522,0.4500001665513761,65971.01449275362,98,0.00040579710144927536,0.0,0.03614457831325301,631.7848866839954,25
Uruguay,100,3425330,1575652,1322177,54805,25000,0,5000,43,0,6,6,12,5,2,12,0,31,3042,6,70,4,14,124962,0,0,0,0,0,0,2,2,772400000.0,49500000000.0,105000000000.0,16257000000.0,64,1775000,8,58,77732,1673,400,52000,0.0,0.0,86037000.0,0.0,0,18000,0.0,176215,660,1591,1600,Montevideo,South America,South America,Non-NATO,2025,2.1385,2.5690955324012578e-05,0.007356190476190476,0.4600000583885348,30896.0,99,0.00172,0.00017592145958062594,0.021212121212121213,225.49652150303766,88
Honduras,101,9529188,4192843,3144632,95292,52225,60000,23000,40,4,7,10,10,1,0,8,0,11,614,0,32,0,98,124962,0,0,0,0,0,0,93,0,413635000.0,8805500000.0,68854000000.0,7543000000.0,129,4676000,8,489,14742,699,20,67000,0.0,0.0,0.0,0.0,0,190000,0.0,112090,832,1575,465,Tegucigalpa,North America,Central America,Non-NATO,2025,2.1679,1.56361696295634e-05,0.006007421500566416,0.440000029383406,7920.248922929632,100,0.0007659167065581618,9.813542688910697e-05,0.11778846153846154,43.40716123976146,149
Ivory Coast,102,29981758,12292521,7855221,569653,22000,0,5500,19,0,0,4,2,3,0,10,3,5,656,0,2,3,3,124962,0,0,0,0,0,0,3,0,669600935.0,19311500000.0,203000000000.0,7583484000.0,29,10954000,5,25,81996,660,29000,60000,100000000.0,2635000000.0,2635000000.0,28317000000.0,0,0,0.0,322463,515,3458,980,Yamoussoukro,Africa,West Africa,Non-NATO,2025,2.1796,9.005475929730338e-07,0.003298526773399015,0.4100000073377952,30436.406136363636,101,0.0008636363636363636,1.5505654912346533e-05,0.005825242718446602,22.33361149136085,27
Guatemala,103,18255216,7484639,6279794,182552,106114,90000,35000,36,0,4,10,0,0,0,21,0,5,688,0,50,0,25,124962,0,0,0,0,0,0,20,0,408635000.0,27500000000.0,223000000000.0,21311000000.0,58,7258000,3,9,17440,800,6000,115000,86110000.0,3276000.0,2986000.0,0.0,0,1296000,0.0,108889,400,1667,990,Guatemala City,North America,Central America,Non-NATO,2025,2.1956,3.6154050436872397e-06,0.0018324439461883408,0.4100000241027003,3850.905629794372,102,0.0003392577793693575,4.5918320491509704e-05,0.0625,22.384561212532354,66
Mali,104,21990607,6817088,4288168,351850,40000,0,4800,43,9,12,7,4,1,0,10,8,10,570,0,10,20,0,124962,0,0,0,0,0,0,0,0,650386000.0,4057500000.0,57235000000.0,647800000.0,30,8277000,0,0,139107,593,0,46000,0.0,0.0,0.0,0.0,0,0,0.0,1240192,0,7908,1800,Bamako,Africa,West Africa,Non-NATO,2025,2.2379,2.410119920746162e-06,0.01136343146675985,0.30999999226942665,16259.65,103,0.001075,8.063267623077716e-06,,29.57562744857384,53
Kyrgyzstan,105,6172101,3147772,2487357,117270,23000,300000,55000,7,0,0,0,0,0,0,7,2,215,2686,30,169,21,0,124962,0,0,0,0,0,0,0,0,221800000.0,6728500000.0,45461000000.0,3237000000.0,28,3069000,0,0,34000,424,6000,31000,40000000.0,31026000.0,438000000.0,5663000000.0,3637000,3352000,28499000000.0,199951,0,4573,576,Bishkek,Asia,Central Asia,Non-NATO,2025,2.2543,3.596830317585535e-05,0.004878907195178285,0.510000079389498,9643.478260869566,104,0.0003043478260869565,0.001075263439542688,,35.93589929912035,222
Laos,106,7953556,3499565,2521277,159071,100000,30000,120000,33,0,0,2,8,0,0,23,0,160,4380,40,87,64,36,124962,0,0,0,0,0,0,36,0,135000000.0,16500000000.0,64173000000.0,1770000000.0,18,3174000,0,1,39568,422,0,24000,0.0,0.0,0.0,0.0,14845000,13691000,62000000.0,236800,0,5274,4600,Vientiane,Asia,Southeast Asia,Non-NATO,2025,2.2663,2.8792152843331963e-05,0.002103688467112337,0.44000004526277303,1350.0,105,0.00033,0.0006756756756756757,,16.973539885807053,229
Estonia,107,1193791,584958,456028,13132,7700,78800,10000,5,0,0,2,3,0,0,3,0,0,1685,36,0,0,8,124962,0,0,0,0,0,0,4,4,1463360000.0,26400000000.0,57377000000.0,2593000000.0,26,752000,20,72,58412,1441,24000,28000,0.0,0.0,354912000.0,0.0,0,3000,0.0,45228,3794,657,335,Tallinn,Europe,Baltic,NATO,2025,2.2917,1.0889678344031744e-05,0.025504296146539554,0.49000034344370164,190046.75324675324,106,0.0006493506493506494,0.0,0.0021085925144965737,1225.809207809407,13
Tajikistan,108,10394063,4781269,3773045,176699,9500,600000,20000,25,0,0,1,4,0,0,20,6,38,1240,3,13,20,0,124962,0,0,0,0,0,0,0,0,446000000.0,7150000000.0,46467000000.0,2748900000.0,19,2677000,0,0,30000,680,300,28000,12000000.0,18476000.0,85567000.0,5663000000.0,2175000,2245000,4075000000.0,144100,0,4130,200,Dushanbe,Asia,Central Asia,Non-NATO,2025,2.3049,6.061152409793937e-06,0.009598209481997978,0.4600000019241754,46947.36842105263,107,0.002631578947368421,0.00026370575988896597,,42.9091107106047,63
Zambia,109,20799116,7279691,4139024,374384,15150,0,1200,77,0,0,13,34,0,0,32,0,35,424,12,30,25,0,124962,0,0,0,0,0,0,0,0,394240000.0,13200000000.0,76493000000.0,2861000000.0,119,7051000,0,2,67671,3126,0,34000,0.0,0.0,0.0,0.0,831000,823000,944999000.0,752618,0,6043,0,Lusaka,Africa,Southern Africa,Non-NATO,2025,2.3411,5.384844240495606e-06,0.005153935654242872,0.3500000192315866,26022.44224422442,108,0.005082508250825082,4.6504335532766956e-05,,18.954651726544533,112
Ghana,110,34589092,14873310,9961658,622604,15500,0,0,19,0,0,2,5,2,0,10,0,0,1824,0,6,6,28,124962,0,0,0,0,0,0,27,0,308500000.0,22550000000.0,230000000000.0,3624000000.0,11,14887000,4,52,65725,947,174000,110000,660000000.0,3192000000.0,3912000000.0,22653000000.0,0,85000,0.0,238533,539,2420,1293,Accra,Africa,West Africa,Non-NATO,2025,2.3775,1.3588098814504872e-06,0.001341304347826087,0.4300000127207734,19903.225806451614,109,0.0012258064516129032,0.0,0.05194805194805195,8.918996775052667,47
Zimbabwe,111,17150352,6517134,3721626,360157,29000,0,21800,95,13,0,14,40,0,0,28,6,15,828,0,0,0,0,124962,0,0,0,0,0,0,0,0,530800000.0,11000000000.0,58583000000.0,115530000.0,144,6561000,0,0,97267,3427,800,29000,0.0,0.0,0.0,0.0,3877000,4479000,502000000.0,390757,0,3229,0,Harare,Africa,Southern Africa,Non-NATO,2025,2.3863,6.413862525970313e-06,0.009060648993735383,0.3800000139938819,18303.44827586207,110,0.0032758620689655174,3.838702825541193e-05,,30.949802079864018,110
North Macedonia,112,2135622,948216,783773,27763,9000,60000,3500,20,0,0,0,10,0,0,10,4,20,1108,0,150,17,0,124962,0,0,0,0,0,0,0,0,388421700.0,11000000000.0,42444000000.0,5015000000.0,13,801000,0,0,14182,699,0,22000,0.0,0.0,274928000.0,0.0,5075000,5776000,332000000.0,25713,0,838,0,Skopje,Europe,Southeast Europe,NATO,2025,2.4042,1.8729906322373528e-05,0.00915139242295731,0.4439999213343934,43157.96666666667,111,0.0022222222222222222,0.0007778166686112084,,181.87755136442686,40
South Sudan,113,12703714,6351857,4065188,330297,185000,0,0,20,0,0,5,0,0,0,15,6,30,1950,24,0,15,0,124962,0,0,0,0,0,0,0,0,175300000.0,2475000000.0,20010000000.0,183615000.0,82,4471000,0,0,90200,248,146000,14000,3750000000.0,0.0,0.0,0.0,0,0,0.0,644329,0,6018,0,Juba,Africa,East Africa,Non-NATO,2025,2.4321,3.935856868314258e-06,0.008760619690154922,0.5,947.5675675675676,112,0.00010810810810810811,4.6560064811610216e-05,,13.79911418030979,50
Uganda,114,49283041,16756234,9905891,985661,45000,0,10000,51,6,0,0,12,0,0,30,6,259,3862,6,26,12,0,124962,0,0,0,0,0,0,0,0,985400000.0,11818000000.0,136000000000.0,3506500000.0,39,18881000,0,0,20544,1244,0,43000,2500000000.0,0.0,0.0,14158000000.0,0,0,800000000.0,241038,0,2729,0,Kampala,Africa,East Africa,Non-NATO,2025,2.4767,6.290196256355204e-06,0.007245588235294117,0.3400000012174573,21897.777777777777,113,0.0011333333333333334,0.0010745193703897312,,19.99470771294328,310
Lebanon,115,5364482,2092148,1775644,69738,60000,35000,65000,80,0,9,0,9,0,0,68,0,116,4538,12,353,11,64,124962,0,0,0,0,0,0,61,0,768250325.0,36928000000.0,65818000000.0,26498095000.0,8,1771000,5,51,21705,401,0,174000,0.0,0.0,0.0,0.0,0,207000,0.0,10400,225,484,0,Beirut,Asia,Middle East,Non-NATO,2025,2.5981,4.846693492493777e-05,0.011672343811723237,0.39000000372822574,12804.172083333333,114,0.0013333333333333333,0.011153846153846153,0.28444444444444444,143.21053272245112,260
Namibia,116,2803660,616805,400923,30840,13000,0,5000,34,11,0,3,14,0,0,7,2,4,2094,0,25,25,15,124962,0,0,0,0,0,2,12,0,370500000.0,8800000000.0,29944000000.0,2956000000.0,255,989000,2,15,48875,2628,0,25000,0.0,0.0,0.0,62297000000.0,0,32000,350000000.0,824292,1572,4220,0,Windhoek,Africa,Southern Africa,Non-NATO,2025,2.6384,1.890386138119458e-05,0.012373096446700508,0.21999992866467402,28500.0,115,0.0026153846153846153,4.852649303887457e-06,0.009541984732824428,132.14869135344514,53
Luxembourg,117,671254,154388,92633,3356,1000,0,0,1,0,0,1,0,0,0,0,0,0,182,0,0,0,0,124962,0,0,0,0,0,0,0,0,726092925.0,4730000000000.0,88533000000.0,2977000000.0,3,352000,0,147,2875,271,0,51000,0.0,0.0,594240000.0,0.0,0,62000,0.0,2586,0,327,37,Luxembourg,Europe,Western Europe,NATO,2025,2.6415,1.4897490368772476e-06,0.008201381688184068,0.2299993743054045,726092.925,116,0.001,0.0,,1081.6962357021337,1
Afghanistan,118,40121552,15647405,8826741,842553,0,0,80000,9,0,0,3,0,0,0,6,1,0,5202,0,0,0,0,124962,0,0,0,0,0,0,0,0,290000000.0,1142500000.0,54772700000.0,8852092000.0,67,8921000,0,0,34903,0,0,2700,0.0,80200000.0,80200000.0,49554000000.0,4885000,1545000,66000000.0,652230,0,5987,1200,Kabul,Asia,South Asia,Non-NATO,2025,2.6442,2.243183414240805e-07,0.005294608445448189,0.38999999302120714,,117,,0.0,,7.228035445887039,9
Niger,119,26342784,7902835,5294900,447827,25000,0,5000,26,0,2,7,0,2,0,13,1,0,456,0,0,0,0,124962,0,0,0,0,0,0,0,0,336400000.0,3844000000.0,44561000000.0,1442772000.0,26,10237000,0,0,18949,0,6000,13000,150000000.0,29509000.0,29858000.0,0.0,457000,457000,90000000.0,1267000,0,5834,300,Niamey,Africa,West Africa,Non-NATO,2025,2.6689,9.869875560608932e-07,0.007549202217185432,0.299999992407788,13456.0,118,0.00104,0.0,,12.770100533034018,26
Eritrea,120,6343956,2220385,1598677,76127,120000,130000,0,20,1,0,5,1,0,0,13,6,65,860,23,75,22,23,124962,0,0,0,0,0,0,18,0,198000000.0,635504500.0,9702000000.0,225014976.0,10,1800000,2,9,16000,306,0,4000,0.0,0.0,0.0,0.0,0,0,0.0,117600,2234,1840,0,Asmara,Africa,East Africa,Non-NATO,2025,2.6985,1.7024077720589487e-05,0.02040816326530612,0.3500000630521397,1650.0,119,0.00016666666666666666,0.0005527210884353742,0.010295434198746643,31.21080915441406,108
Republic of the Congo,121,6097665,2256136,1353682,115856,8500,0,2500,13,2,0,4,0,0,0,7,1,30,644,2,38,30,4,124962,0,0,0,0,0,0,0,0,306400000.0,5741000000.0,38163000000.0,715391000.0,56,2461000,5,11,23324,510,267000,12000,2885000000.0,423000000.0,423000000.0,284000000000.0,0,0,0.0,342000,169,5008,1120,Brazzaville,Africa,Central Africa,Non-NATO,2025,2.7282,7.707868503763325e-06,0.00802871891622776,0.36999999180013987,36047.05882352941,120,0.0015294117647058824,8.771929824561403e-05,0.023668639053254437,50.24874275644858,47
Botswana,122,2450668,1029281,617568,24507,21000,0,0,45,11,0,9,9,0,0,16,0,45,1224,12,36,20,0,124962,0,0,0,0,0,0,0,0,465600000.0,1853500000.0,46742000000.0,4756000000.0,122,1170000,0,0,31747,888,0,21000,0.0,0.0,0.0,0.0,2634000,2291000,1660000000.0,581730,0,4347,0,Gaborone,Africa,Southern Africa,Non-NATO,2025,2.7509,3.672468078091361e-05,0.009961062855675837,0.4200001795428838,22171.428571428572,121,0.002142857142857143,7.735547418905678e-05,,189.98901523992643,90
Mauritania,123,4328040,1687936,1181555,82233,31540,66000,5000,24,0,4,7,7,2,0,4,0,25,628,0,75,0,6,124962,0,0,0,0,0,0,6,0,261250000.0,3661000000.0,30395000000.0,2629290500.0,25,1179000,2,11,12253,728,0,29000,20000000.0,0.0,0.0,28317000000.0,0,0,0.0,1030700,754,5002,1086,Nouakchott,Africa,West Africa,Non-NATO,2025,2.7977,1.2707830796388203e-05,0.008595163678236551,0.3900000924205876,8283.132530120482,122,0.0007609384908053266,2.425536043465606e-05,0.007957559681697613,60.36219628284397,55
Dominican Republic,124,10815857,4975294,4034315,97343,50000,0,30000,79,0,8,11,17,1,0,50,0,5,540,0,11,0,34,124962,0,0,0,0,0,0,14,0,810800000.0,27500000000.0,262000000000.0,15547000000.0,32,5302000,17,40,19705,496,0,134000,0.0,0.0,2440000000.0,0.0,0,2188000,0.0,48320,1288,376,0,Santo Domingo,North America,Caribbean,Non-NATO,2025,2.8023,1.0909907555175702e-05,0.003094656488549618,0.4599999796594944,16216.0,123,0.00158,0.00010347682119205298,0.026397515527950312,74.96400886217339,118
Senegal,125,18847519,7162057,4089912,395798,17000,0,0,40,0,0,5,23,1,0,20,5,0,1740,0,20,6,4,124962,0,0,0,0,0,0,4,0,465150000.0,11326000000.0,77382000000.0,889295000.0,19,5257000,6,36,16665,906,9000,55000,0.0,54646000.0,54498000.0,0.0,0,502000,0.0,196722,531,2684,1000,Dakar,Africa,West Africa,Non-NATO,2025,2.8116,2.3345247721994605e-06,0.006011087849887571,0.37999998832737614,27361.764705882353,124,0.002352941176470588,0.0,0.007532956685499058,24.67964085883134,44
Nepal,126,31122387,15249970,11733140,778060,95000,0,15000,15,0,0,5,0,0,0,10,0,0,1108,0,14,0,0,124962,0,0,0,0,0,0,0,0,409100000.0,5838500000.0,144000000000.0,12456000000.0,51,8937000,0,0,27990,59,0,62000,0.0,0.0,0.0,0.0,15000,1095000,8000000.0,147181,0,3159,0,Kathmandu,Asia,South Asia,Non-NATO,2025,2.8915,4.819681729425188e-07,0.002840972222222222,0.49000001188854825,4306.315789473684,125,0.00015789473684210527,0.0,,13.144878636718964,15
Montenegro,127,599849,143964,85179,3599,2350,0,5500,11,0,0,0,0,0,0,11,0,0,471,0,12,12,14,124962,0,0,0,0,0,0,2,0,148100000.0,2958500000.0,17115000000.0,1574000000.0,5,286000,4,18,7762,250,0,8000,0.0,0.0,0.0,0.0,1734000,1517000,337000000.0,13812,294,680,0,Podgorica,Europe,Southeast Europe,NATO,2025,2.9216,4.167715541744672e-05,0.008653228162430616,0.240000400100692,63021.27659574468,126,0.004680851063829788,0.0,0.047619047619047616,246.89546869295438,25
El Salvador,128,6628702,3181777,2512278,145831,25000,10000,15000,52,0,15,4,10,0,0,30,0,0,1844,0,76,0,14,124962,0,0,0,0,0,0,10,0,334620000.0,14258000000.0,71957000000.0,3799434000.0,27,2870000,3,5,9012,13,3,58000,0.0,0.0,226472.0,0.0,0,500,0.0,21041,307,590,422,San Salvador,North America,Central America,Non-NATO,2025,2.9371,9.956700421892551e-06,0.004650277248912545,0.4800000060343639,13384.8,127,0.00208,0.0,0.04560260586319218,50.480471138995235,66
