Country,capital_city,region,continent,alliance,NATO_Status,year,power_index_rank,power_index_score,active_personnel,reserve_personnel,total_personnel,total_aircraft,fighter_aircraft,attack_aircraft,transport_aircraft,helicopters,tanks,armored_vehicles,artillery_units,naval_assets,aircraft_carriers,submarines,defense_budget_usd,gdp_usd,population,land_area_sq_km,coastline_km,fit_for_service,population_reaching_military_age_annually,paramilitary,trainer_aircraft,special_mission_aircraft,tanker_aircraft,attack_helicopters,self_propelled_artillery,towed_artillery,rocket_projectors,helicopter_carriers,destroyers,frigates,corvettes,coastal_patrol_craft,mine_warfare_craft,external_debt_usd,foreign_exchange_and_gold_reserves_usd,labour_force,total_merchant_marine_fleet,major_ports_and_terminals,roadway_coverage_km,railway_coverage_km,total_serviceable_airports,waterway_coverage_km,oil_production_bbl,oil_consumption_bbl,proven_oil_reserves_bbl,natural_gas_production_cum,natural_gas_consumption_cum,proven_natural_gas_reserves_cum,coal_production_cum,coal_consumption_mt,proven_coal_reserves_cum,border_coverage_km
Nicaragua,Managua,Unknown,Unknown,Neutral/Other,Non-NATO,2025,48,3.5,45000,0,3271705,17,0,0,5,11,89,1869,0,23,0,0,92000000.0,51088000000.0,6676948,130370.0,910.0,2777610.0,146893.0,5500.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,9053000000.0,5447000000.0,3264000.0,5.0,5.0,23897.0,0.0,39.0,2220.0,200.0,36000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1253.0
Niger,Niamey,Africa,Africa,Neutral/Other,Non-NATO,2025,48,3.5,25000,0,7902835,26,0,2,7,13,0,456,0,0,0,0,336400000.0,44561000000.0,26342784,1267000.0,0.0,5294900.0,447827.0,5000.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3844000000.0,1442772000.0,10237000.0,0.0,0.0,18949.0,0.0,26.0,300.0,6000.0,13000.0,150000000.0,29509000.0,29858000.0,0.0,457000.0,457000.0,90000000.0,5834.0
Nigeria,Abuja,Africa,Africa,Neutral/Other,Non-NATO,2025,40,0.7717,230000,0,125475979,163,14,24,23,66,330,8962,416,133,0,0,3160000000.0,1275000000000.0,236747130,923768.0,853.0,90437404.0,4261448.0,50000.0,28.0,11.0,0.0,15.0,40.0,339.0,37.0,0.0,0.0,1.0,0.0,109.0,2.0,32455500000.0,41349000000.0,75721000.0,928.0,28.0,195000.0,3798.0,47.0,8600.0,1541000.0,515000.0,36890000000.0,39951000000.0,20719000000.0,5761000000000.0,3043000.0,3044000.0,2144000000.0,4477.0
North Korea,Pyongyang,Asia,Asia,Neutral/Other,Non-NATO,2025,31,0.5118,1320000,560000,9467520,861,368,114,1,205,4344,18288,3500,207,0,13,4736000000.0,72000000000.0,26298666,120538.0,2495.0,5312331.0,420779.0,100000.0,173.0,0.0,0.0,20.0,1300.0,700.0,1500.0,0.0,0.0,2.0,4.0,155.0,1.0,5500000000.0,5500000000.0,15837000.0,264.0,10.0,25554.0,7435.0,83.0,2250.0,0.0,17000.0,0.0,0.0,0.0,0.0,21747000.0,21747000.0,10600000000.0,1607.0
North Macedonia,Skopje,Europe,Europe,NATO,NATO,2025,48,3.5,9000,60000,948216,20,0,0,0,10,20,1108,167,0,0,0,388421700.0,42444000000.0,2135622,25713.0,0.0,783773.0,27763.0,3500.0,10.0,0.0,0.0,4.0,0.0,150.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,11000000000.0,5015000000.0,801000.0,0.0,0.0,14182.0,699.0,13.0,0.0,0.0,22000.0,0.0,0.0,274928000.0,0.0,5075000.0,5776000.0,332000000.0,838.0
Norway,Oslo,Unknown,Unknown,NATO,NATO,2025,33,0.5658,23250,0,2203893,97,0,32,4,33,44,6552,42,43,0,6,9710000000.0,499528000000.0,5509733,323802.0,25148.0,1807192.0,71627.0,40000.0,23.0,5.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,4.0,6.0,18.0,5.0,716144000000.0,80459000000.0,3009000.0,1720.0,141.0,94902.0,3848.0,145.0,1577.0,2020000.0,229000.0,8122200000.0,123727000000.0,4548000000.0,1544455000000.0,117000.0,1201000.0,2000000.0,2566.0
Oman,Masqat,Middle East,Asia,Neutral/Other,Non-NATO,2025,48,3.5,42600,100000,1482757,128,29,10,9,31,150,4084,164,22,0,0,8200000000.0,185960000000.0,3901992,309500.0,2092.0,1291559.0,50726.0,10000.0,45.0,4.0,0.0,0.0,24.0,140.0,0.0,0.0,0.0,0.0,5.0,12.0,0.0,50897000000.0,17455000000.0,2316000.0,57.0,7.0,60230.0,0.0,36.0,0.0,1056000.0,211000.0,5375000000.0,40754000000.0,27364000000.0,651287000000.0,0.0,31000.0,0.0,1561.0
Pakistan,Islamabad,Asia,Asia,Neutral/Other,Non-NATO,2025,7,0.1694,654000,550000,108516336,1399,328,90,64,373,2627,17516,3891,121,0,8,7640000000.0,1347000000000.0,252363571,796095.0,1046.0,85803614.0,4794908.0,500000.0,565.0,27.0,4.0,57.0,662.0,2629.0,600.0,0.0,0.0,9.0,9.0,69.0,3.0,92426000000.0,13730000000.0,80990000.0,60.0,3.0,264175.0,11881.0,116.0,0.0,101000.0,473000.0,540000000.0,36937000000.0,46448000000.0,592219000000.0,12712000.0,34027000.0,3064000000.0,7257.0
Panama,Ciudad de Panamá,Unknown,Unknown,Neutral/Other,Non-NATO,2025,48,3.5,0,0,2011608,38,0,0,13,23,0,262,0,30,0,0,917202000.0,159867000000.0,4470241,75420.0,2490.0,1206965.0,53643.0,80000.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,1115532300000.0,6757000000.0,2096000.0,8174.0,12.0,11978.0,77.0,76.0,800.0,0.0,146000.0,0.0,0.0,389611000.0,0.0,0.0,837000.0,0.0,687.0
Paraguay,Asunción,South America,South America,Neutral/Other,Non-NATO,2025,48,3.5,15650,168500,3535598,39,0,0,11,14,0,1108,25,72,0,0,17595000000.0,108022000000.0,7522549,406752.0,0.0,3001497.0,150451.0,15000.0,13.0,1.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,14370000000.0,9886000000.0,3469000.0,108.0,1.0,78811.0,30.0,83.0,3100.0,2000.0,57000.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,4655.0
Peru,Lima,South America,South America,Neutral/Other,Non-NATO,2025,44,1.0112,120000,385000,15648120,256,15,22,38,111,240,6560,351,71,0,4,3420000000.0,517644000000.0,32600249,1285216.0,2414.0,12681497.0,619405.0,60000.0,72.0,12.0,0.0,16.0,12.0,290.0,49.0,0.0,0.0,7.0,8.0,13.0,0.0,59400000000.0,71394000000.0,18529000.0,111.0,20.0,18699.0,1855.0,166.0,8808.0,118000.0,210000.0,858890000.0,12270000000.0,7185000000.0,300159000000.0,153000.0,712000.0,1567000000.0,7062.0
Philippines,Manila,Asia,Asia,Neutral/Other,Non-NATO,2025,42,0.8273,150000,1200000,50859137,202,0,25,26,122,10,11878,306,113,0,0,4380000000.0,1138000000000.0,118277063,300000.0,36289.0,41751803.0,2128987.0,35000.0,23.0,8.0,0.0,2.0,12.0,294.0,0.0,0.0,0.0,2.0,1.0,58.0,0.0,90200000000.0,103742000000.0,49477000.0,2203.0,70.0,216387.0,77.0,246.0,3219.0,10000.0,453000.0,138500000.0,2251000000.0,2251000000.0,98543000000.0,14483000.0,37130000.0,361000000.0,0.0
Poland,Warszawa,Europe,Europe,NATO,NATO,2025,19,0.2917,202100,350000,18985692,479,59,44,49,216,614,23138,873,62,0,1,48700000000.0,1616000000000.0,38746310,312685.0,440.0,15576017.0,464956.0,50000.0,105.0,11.0,0.0,29.0,677.0,0.0,196.0,0.0,0.0,2.0,2.0,3.0,26.0,386947000000.0,193783000000.0,18387000.0,152.0,10.0,420000.0,19461.0,288.0,3997.0,24000.0,722000.0,113000000.0,5551000000.0,20056000000.0,91492000000.0,116682000.0,123782000.0,28531000000.0,2845.0
Portugal,Lisboa,Europe,Europe,NATO,NATO,2025,35,0.6116,24000,211700,5319863,115,28,0,19,31,34,10828,139,194,0,2,4627000000.0,529901000000.0,10639726,92090.0,1793.0,4096295.0,127677.0,24700.0,23.0,14.0,3.0,0.0,24.0,115.0,0.0,0.0,0.0,5.0,2.0,20.0,0.0,399395000000.0,53710000000.0,5140900.0,996.0,18.0,136635.0,3622.0,136.0,764.0,12932.0,191000.0,22440000.0,0.0,4500000000.0,72000000000.0,0.0,0.0,40000000.0,1224.0
Qatar,Doha,Middle East,Asia,Neutral/Other,Non-NATO,2025,48,3.5,66550,15000,638022,251,102,6,12,80,99,5024,74,115,0,0,9432000000.0,304973000000.0,2552088,11586.0,563.0,490001.0,12760.0,5500.0,51.0,0.0,0.0,24.0,46.0,12.0,16.0,0.0,0.0,0.0,4.0,105.0,0.0,187000000000.0,51539000000.0,2035000.0,123.0,6.0,7039.0,0.0,8.0,0.0,1815000.0,297000.0,25244000.0,169595000000.0,41515000000.0,23861000000000.0,0.0,0.0,0.0,87.0
Republic of the Congo,Unknown,Africa,Africa,Neutral/Other,Non-NATO,2025,48,3.5,8500,0,2256136,13,2,0,4,7,30,644,70,4,0,0,306400000.0,38163000000.0,6097665,342000.0,169.0,1353682.0,115856.0,2500.0,0.0,0.0,0.0,1.0,2.0,38.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,5741000000.0,715391000.0,2461000.0,11.0,5.0,23324.0,510.0,56.0,1120.0,267000.0,12000.0,2885000000.0,423000000.0,423000000.0,283990000000.0,0.0,0.0,0.0,5008.0
Romania,Bucuresti,Europe,Europe,NATO,NATO,2025,46,1.1154,81300,55000,9437041,140,21,0,14,65,328,10774,963,20,0,0,9700000000.0,772107000000.0,18148155,238391.0,225.0,7731114.0,199630.0,15000.0,44.0,2.0,0.0,0.0,0.0,720.0,243.0,0.0,0.0,3.0,7.0,3.0,5.0,132000000000.0,73000000000.0,8282000.0,127.0,11.0,84185.0,10628.0,82.0,1731.0,67000.0,221000.0,600000000.0,9501000000.0,10055000000.0,105480000000.0,18160000.0,19404000.0,291000000.0,2844.0
Russia,Moscow,Asia,Asia,Neutral/Other,Non-NATO,2025,2,0.0714,1320000,2000000,69002197,4292,833,689,456,1651,5750,131527,16678,419,1,63,126000000000.0,5816000000000.0,140820810,17098242.0,37653.0,46189226.0,1267387.0,250000.0,611.0,141.0,19.0,557.0,5168.0,8505.0,3005.0,0.0,10.0,12.0,83.0,123.0,47.0,317650500000.0,597217000000.0,72408000.0,2910.0,67.0,1283387.0,85494.0,904.0,102000.0,10727000.0,3684000.0,80000000000.0,617830000000.0,472239000000.0,47805000000000.0,508190000.0,310958000.0,162166000000.0,22407.0
Saudi Arabia,Riyadh,Middle East,Asia,Neutral/Other,Non-NATO,2025,21,0.3097,257000,0,19003104,917,283,81,49,264,840,19040,1120,32,0,0,74760000000.0,1831000000000.0,36544431,2149690.0,2640.0,17468238.0,621255.0,150000.0,202.0,16.0,22.0,34.0,332.0,467.0,321.0,0.0,0.0,7.0,9.0,9.0,3.0,225610000000.0,457949000000.0,16934000.0,433.0,16.0,221372.0,5410.0,86.0,0.0,11113000.0,3649000.0,258600000000.0,121870000000.0,121870000000.0,9423000000000.0,0.0,164000.0,0.0,4272.0
Senegal,Dakar,Africa,Africa,Neutral/Other,Non-NATO,2025,48,3.5,17000,0,7162057,40,0,0,5,20,0,1740,26,4,0,0,465150000.0,77382000000.0,18847519,196722.0,531.0,4089912.0,395798.0,0.0,23.0,1.0,0.0,5.0,0.0,20.0,6.0,0.0,0.0,0.0,0.0,4.0,0.0,11326000000.0,889295000.0,5257000.0,36.0,6.0,16665.0,906.0,19.0,1000.0,9000.0,55000.0,0.0,54646000.0,54498000.0,0.0,0.0,502000.0,0.0,2684.0
Serbia,Belgrade,Europe,Europe,Neutral/Other,Non-NATO,2025,48,3.5,25000,2000,3259584,110,11,17,3,46,262,3683,338,20,0,0,2287461000.0,162213000000.0,6652212,77474.0,0.0,2574406.0,79827.0,600000.0,33.0,0.0,0.0,4.0,90.0,150.0,98.0,0.0,0.0,0.0,0.0,7.0,5.0,35200000000.0,27569000000.0,3333000.0,0.0,0.0,44248.0,3333.0,43.0,587.0,13000.0,82000.0,77500000.0,353376000.0,2939000000.0,48139000000.0,35129000.0,38297000.0,7514000000.0,2322.0
Sierra Leone,Freetown,Africa,Africa,Neutral/Other,Non-NATO,2025,48,3.5,13000,0,2006631,1,0,0,0,1,0,150,0,7,0,0,228600000.0,14633000000.0,9121049,71740.0,402.0,1203978.0,45605.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,2687000000.0,495699000.0,2913000.0,584.0,3.0,11701.0,0.0,8.0,800.0,0.0,9000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1093.0
Singapore,Singapore,Asia,Asia,Neutral/Other,Non-NATO,2025,28,0.4613,51000,252500,3918498,230,100,0,9,70,170,8998,161,50,0,6,15000000000.0,754758000000.0,6028459,719.0,193.0,2628408.0,66313.0,12000.0,36.0,9.0,11.0,18.0,48.0,89.0,24.0,0.0,0.0,6.0,6.0,12.0,4.0,1713410600000.0,359835000000.0,3619000.0,3202.0,5.0,3500.0,0.0,9.0,0.0,0.0,1470000.0,0.0,0.0,13724000000.0,0.0,0.0,784000.0,0.0,0.0
Slovakia,Bratislava,Europe,Europe,NATO,NATO,2025,48,3.5,19500,0,2837461,41,2,0,7,22,45,3074,69,0,0,0,2656000000.0,213053000000.0,5563649,49035.0,0.0,2353424.0,61200.0,0.0,9.0,1.0,0.0,0.0,35.0,9.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,127600000000.0,11288000000.0,2823000.0,0.0,0.0,56926.0,3627.0,114.0,172.0,7000.0,94000.0,9000000.0,52556000.0,60424000.0,14158000000.0,2343000.0,5794000.0,19000000.0,1587.0
Slovenia,Ljubljana,Europe,Europe,NATO,NATO,2025,48,3.5,7300,26000,1006989,39,0,0,4,16,54,1428,18,2,0,0,886860000.0,102036000000.0,2097893,20273.0,47.0,826570.0,22867.0,5000.0,23.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,55000000000.0,2370000000.0,1055000.0,8.0,2.0,38985.0,1207.0,42.0,710.0,0.0,45000.0,0.0,3863000.0,840902000.0,0.0,2358000.0,2553000.0,95000000.0,1211.0
Somalia,Mogadishu,Africa,Africa,Neutral/Other,Non-NATO,2025,48,3.5,15000,0,2993973,0,0,0,0,0,0,682,0,10,0,0,171002350.0,26351000000.0,13017273,637657.0,3025.0,1796384.0,130173.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,5830000000.0,16747500.0,3277000.0,4.0,6.0,15000.0,0.0,38.0,0.0,0.0,6000.0,0.0,0.0,0.0,5663000000.0,0.0,0.0,0.0,2385.0
South Africa,Pretoria,Africa,Africa,Neutral/Other,Non-NATO,2025,30,0.4885,71235,29350,27803618,182,2,0,12,87,252,18692,284,49,0,3,2266800000.0,862981000000.0,60442647,1219090.0,2798.0,14989776.0,1027525.0,50000.0,81.0,0.0,0.0,10.0,49.0,134.0,101.0,0.0,0.0,4.0,0.0,33.0,2.0,58773000000.0,62492000000.0,25158000.0,110.0,8.0,750000.0,20986.0,575.0,0.0,95000.0,601000.0,15000000.0,59128000.0,4487000000.0,0.0,245467000.0,176148000.0,9893000000.0,5244.0
South Korea,Seoul,Asia,Asia,Neutral/Other,Non-NATO,2025,6,0.1505,600000,3100000,26040900,1592,315,98,41,807,2236,58880,8096,227,0,22,46300000000.0,2615000000000.0,52081799,99720.0,2413.0,21353538.0,416654.0,120000.0,318.0,36.0,4.0,111.0,3270.0,4400.0,426.0,2.0,13.0,17.0,5.0,35.0,14.0,503519500000.0,420930000000.0,29611000.0,2149.0,15.0,100428.0,3979.0,89.0,1600.0,38000.0,2452000.0,0.0,55127000.0,59480000000.0,7079000000.0,15595000.0,136413000.0,326000000.0,237.0
South Sudan,Juba,Africa,Africa,Neutral/Other,Non-NATO,2025,48,3.5,185000,0,6351857,20,0,0,5,15,30,1950,39,0,0,0,175300000.0,20010000000.0,12703714,644329.0,0.0,4065188.0,330297.0,0.0,0.0,0.0,0.0,6.0,24.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,2475000000.0,183615000.0,4471000.0,0.0,0.0,90200.0,248.0,82.0,0.0,146000.0,14000.0,3750000000.0,0.0,0.0,0.0,0.0,0.0,0.0,6018.0
Spain,Madrid,Europe,Europe,NATO,NATO,2025,20,0.2965,133282,15150,21748999,461,137,12,51,153,317,17626,382,152,1,2,23397000000.0,2242000000000.0,47280433,505370.0,4964.0,17635602.0,330963.0,78470.0,140.0,8.0,0.0,17.0,95.0,287.0,0.0,0.0,0.0,11.0,0.0,22.0,6.0,2572738300000.0,103089000000.0,24108000.0,503.0,52.0,683175.0,15489.0,363.0,1000.0,47000.0,1269000.0,150000000.0,41009000.0,32833000000.0,2549000000.0,1293000.0,8255000.0,1187000000.0,1953.0
Sri Lanka,"Colombo, Sri Jayawardenepura Kotte",Asia,Asia,Neutral/Other,Non-NATO,2025,48,3.5,346000,90000,10551652,85,5,0,14,55,44,3190,124,270,0,0,1265400000.0,287132000000.0,21982608,65610.0,1340.0,8551235.0,307757.0,0.0,8.0,3.0,0.0,9.0,0.0,96.0,28.0,0.0,0.0,5.0,0.0,59.0,0.0,46409500000.0,3450700000.0,8707000.0,96.0,6.0,114093.0,1562.0,18.0,160.0,0.0,121000.0,0.0,0.0,0.0,0.0,0.0,2084000.0,0.0,0.0
Sudan,Khartum,Africa,Africa,Neutral/Other,Non-NATO,2025,48,3.5,92000,85000,26747657,165,37,27,13,64,224,2900,579,6,0,0,342000000.0,136039000000.0,50467278,1861484.0,853.0,17108407.0,1312149.0,17500.0,15.0,0.0,0.0,35.0,100.0,287.0,192.0,0.0,0.0,0.0,0.0,6.0,0.0,37846000000.0,206763700.0,13590000.0,14.0,4.0,31000.0,7251.0,41.0,4068.0,68000.0,127000.0,1250000000.0,0.0,0.0,84951000000.0,0.0,0.0,0.0,6819.0
Suriname,Paramaribo,South America,South America,Neutral/Other,Non-NATO,2025,48,3.5,2000,0,142287,3,0,0,0,3,0,650,0,17,0,0,144000000.0,11824000000.0,646758,163820.0,386.0,84079.0,3234.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,2200000000.0,1346000000.0,250000.0,13.0,4.0,4304.0,0.0,55.0,1200.0,14000.0,15000.0,89000000.0,7109000.0,6967000.0,0.0,0.0,0.0,0.0,1907.0
Sweden,Stockholm,Europe,Europe,NATO,NATO,2025,29,0.4709,24400,32900,4235934,169,71,0,6,53,110,6795,26,308,0,4,13000000000.0,676353000000.0,10589835,450295.0,3218.0,3558185.0,105898.0,25000.0,33.0,5.0,1.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,7.0,179.0,8.0,1002448700000.0,60863000000.0,5825000.0,361.0,92.0,573134.0,10910.0,203.0,2052.0,11000.0,283000.0,0.0,0.0,889924000.0,0.0,1115000.0,3396000.0,5000000.0,2211.0
Switzerland,Bern,Europe,Europe,Neutral/Other,Non-NATO,2025,38,0.7387,101584,49715,3898653,146,43,0,16,40,205,6996,133,0,0,0,25039000000.0,733779000000.0,8860574,41277.0,0.0,3163225.0,97466.0,5000.0,44.0,3.0,0.0,0.0,133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2200000000000.0,863892000000.0,4991000.0,17.0,0.0,71557.0,5296.0,62.0,1292.0,300.0,193000.0,0.0,0.0,3138000000.0,0.0,0.0,161000.0,0.0,1770.0
Syria,Damascus,Middle East,Asia,Neutral/Other,Non-NATO,2025,48,3.5,170000,50000,15273871,207,104,9,3,77,365,11148,935,27,0,0,291850000.0,55935900000.0,23865423,187437.0,193.0,13245310.0,668232.0,50000.0,15.0,1.0,0.0,14.0,90.0,641.0,204.0,0.0,0.0,0.0,0.0,16.0,4.0,4309500000.0,341962500.0,6315000.0,24.0,3.0,69873.0,2052.0,39.0,900.0,75000.0,138000.0,2500000000.0,3085000000.0,3084000000.0,240693000000.0,0.0,47000.0,0.0,2363.0
Taiwan,Unknown,Asia,Asia,Neutral/Other,Non-NATO,2025,22,0.3639,215000,2310000,12269542,761,285,0,19,236,888,19921,2082,97,0,4,19740000000.0,1257300000000.0,23595274,35980.0,1566.0,1061787.0,306739.0,55000.0,232.0,18.0,0.0,91.0,488.0,1360.0,234.0,0.0,4.0,22.0,7.0,37.0,14.0,209000000000.0,492635000000.0,11498000.0,465.0,8.0,43206.0,1613.0,53.0,0.0,800.0,1022000.0,2380000.0,63747000.0,21157000000.0,6230000000.0,5608000.0,66855000.0,1000000.0,0.0
Tajikistan,Dushanbe,Asia,Asia,Neutral/Other,Non-NATO,2025,48,3.5,9500,600000,4781269,25,0,0,1,20,38,1240,36,0,0,0,446000000.0,46467000000.0,10394063,144100.0,0.0,3773045.0,176699.0,20000.0,4.0,0.0,0.0,6.0,3.0,13.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,7150000000.0,2748900000.0,2677000.0,0.0,0.0,30000.0,680.0,19.0,200.0,300.0,28000.0,12000000.0,18476000.0,85567000.0,5663000000.0,2175000.0,2245000.0,4075000000.0,4130.0
Tanzania,Dodoma,Africa,Africa,Neutral/Other,Non-NATO,2025,48,3.5,27000,80000,12143182,39,14,0,6,12,62,1072,0,12,0,0,1406745334.0,234050000000.0,67462121,947300.0,1424.0,6678750.0,607159.0,6500.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,18983500000.0,5693050000.0,31219000.0,381.0,8.0,145203.0,4097.0,206.0,0.0,0.0,58000.0,0.0,1808000000.0,1808000000.0,6513000000.0,2511000.0,802000.0,1410000000.0,4161.0
Thailand,Bangkok,Asia,Asia,Neutral/Other,Non-NATO,2025,23,0.3738,360850,200000,36358919,493,72,20,54,258,635,16935,665,293,0,0,5887883500.0,1516000000000.0,69920998,513120.0,3219.0,27968399.0,1118736.0,25000.0,135.0,26.0,0.0,7.0,50.0,589.0,26.0,1.0,0.0,7.0,6.0,49.0,5.0,102694000000.0,224470000000.0,40814000.0,884.0,21.0,180053.0,4127.0,108.0,4000.0,386000.0,1248000.0,252750000.0,30797000000.0,48898000000.0,138243000000.0,13642000.0,36030000.0,1063000000.0,5673.0
Tunisia,Tunis,Africa,Africa,Neutral/Other,Non-NATO,2025,48,3.5,89800,0,6024424,154,10,0,11,101,90,7913,85,58,0,0,1400000000.0,153637000000.0,12048847,163610.0,1148.0,5181004.0,204830.0,12000.0,28.0,4.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,27084500000.0,9240000000.0,4445000.0,72.0,16.0,20000.0,2173.0,14.0,0.0,35000.0,108000.0,425000000.0,1323000000.0,5153000000.0,65129000000.0,0.0,2000.0,0.0,1495.0
Turkiye,Unknown,Middle East,Asia,NATO,NATO,2025,48,3.5,355200,378700,42985080,1083,201,0,84,508,2238,61173,3041,182,0,13,47000000000.0,2936000000000.0,84119531,783562.0,7200.0,36087279.0,1430032.0,150000.0,287.0,28.0,7.0,111.0,1038.0,1707.0,296.0,1.0,0.0,17.0,9.0,41.0,11.0,294441000000.0,140858000000.0,35071000.0,1170.0,54.0,67333.0,11497.0,115.0,1200.0,83000.0,1077000.0,366000000.0,379701000.0,2887000000.0,3794000000.0,88746000.0,123976000.0,11525000000.0,2816.0
Turkmenistan,Ashgabat,Asia,Asia,Neutral/Other,Non-NATO,2025,48,3.5,36500,0,2768681,91,24,27,5,26,654,5016,687,16,0,0,1078020000.0,94790000000.0,5744151,488100.0,1768.0,2245963.0,109139.0,3500.0,9.0,0.0,0.0,10.0,73.0,450.0,164.0,0.0,0.0,0.0,0.0,16.0,0.0,2134500000.0,23415400000.0,2163000.0,73.0,0.0,58592.0,5113.0,23.0,1300.0,272000.0,152000.0,600000000.0,86472000000.0,41561000000.0,11327000000000.0,0.0,0.0,800000000.0,4158.0
Uganda,Kampala,Africa,Africa,Neutral/Other,Non-NATO,2025,48,3.5,45000,0,16756234,51,6,0,0,30,259,3862,44,0,0,0,985400000.0,135668000000.0,49283041,241038.0,0.0,9905891.0,985661.0,10000.0,12.0,0.0,0.0,6.0,6.0,26.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,11818000000.0,3506500000.0,18881000.0,0.0,0.0,20544.0,1244.0,39.0,0.0,0.0,43000.0,2500000000.0,0.0,0.0,14158000000.0,0.0,0.0,800000000.0,2729.0
Ukraine,Kyiv,Europe,Europe,Neutral/Other,Non-NATO,2025,14,0.2516,900000,1200000,18187531,324,70,36,24,136,1114,18920,1552,89,0,0,53700000000.0,559981000000.0,35661826,603550.0,2782.0,12731272.0,392280.0,100000.0,73.0,3.0,0.0,39.0,658.0,615.0,279.0,0.0,0.0,0.0,0.0,33.0,3.0,132000000000.0,40510000000.0,20312000.0,410.0,26.0,169694.0,21733.0,148.0,1672.0,3000.0,248000.0,395000000.0,18725000000.0,22856000000.0,1104000000000.0,4248000.0,10953000.0,34375000000.0,5581.0
United Arab Emirates,Abu Dhabi,Middle East,Asia,Neutral/Other,Non-NATO,2025,48,3.5,65000,130000,5818684,551,99,16,37,247,354,8707,313,181,0,0,2212360382.0,719733000000.0,10032213,83600.0,1318.0,4945881.0,80258.0,12000.0,147.0,27.0,4.0,30.0,165.0,99.0,49.0,0.0,0.0,0.0,11.0,34.0,2.0,264000000000.0,189491000000.0,6668000.0,655.0,20.0,4080.0,0.0,42.0,0.0,4146000.0,939000.0,97800000000.0,56683000000.0,66091000000.0,6091000000.0,0.0,3273000.0,0.0,1066.0
United Kingdom,London,Europe,Europe,NATO,NATO,2025,5,0.1435,184860,924000,31491165,631,113,31,29,266,227,38200,226,109,2,9,71500540000.0,3700000000000.0,68459055,243610.0,12429.0,25192932.0,753050.0,0.0,203.0,28.0,9.0,37.0,71.0,126.0,29.0,0.0,6.0,8.0,0.0,26.0,7.0,9593749000000.0,177915000000.0,35275000.0,868.0,185.0,394428.0,16390.0,1043.0,3200.0,753000.0,1397000.0,2500000000.0,37758000000.0,70141000000.0,180661000000.0,1891000.0,8568000.0,26000000.0,443.0
United States,Washington,North America,North America,NATO,NATO,2025,1,0.0712,1328000,799500,150463900,13043,1790,889,918,5843,4640,391963,2524,440,11,70,895000000000.0,24662000000000.0,341963408,9833517.0,19924.0,124816644.0,4445524.0,0.0,2647.0,647.0,605.0,1002.0,671.0,1212.0,641.0,9.0,81.0,0.0,26.0,0.0,8.0,22303546100000.0,773426000000.0,170549000.0,3533.0,666.0,6586610.0,293564.0,15873.0,41009.0,20879000.0,20245000.0,38212000000.0,1029000000000.0,914301000000.0,13402000000000.0,548849000.0,476044000.0,248941000000.0,12002.0
Uruguay,Montevideo,South America,South America,Neutral/Other,Non-NATO,2025,48,3.5,25000,0,1575652,43,0,6,6,12,31,3042,80,14,0,0,772400000.0,105096000000.0,3425330,176215.0,660.0,1322177.0,54805.0,5000.0,12.0,5.0,2.0,0.0,6.0,70.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0,49500000000.0,16257000000.0,1775000.0,58.0,8.0,77732.0,1673.0,64.0,1600.0,400.0,52000.0,0.0,0.0,86037000.0,0.0,0.0,18000.0,0.0,1591.0
